ccn,date,incident_date,incident_month,incident_day_of_week,incident_time,incident_hour,incident_ampm,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative,blurred_address,lat,long
210000424,"02/09/2021, 2:30:00 am",2/9/2021,February,Tuesday,2:30:00 AM,2:00 AM,am,"02/12/2021, 3:17:29 am",PALO ALTO,CA,94304,3300 Block HILLVIEW AV,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-10 16:19:00,3350 HILLVIEW AV,37.405193,-122.145775
210000430,"02/04/2021, 4:20:00 am",2/4/2021,February,Thursday,4:20:00 AM,4:00 AM,am,"02/17/2021, 4:35:13 am",PALO ALTO,CA,94306,4100 Block CHERRY OAKS PL,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-11 09:37:00,4150 CHERRY OAKS PL,37.405563,-122.127396
210000542,"02/20/2021, 7:00:00 pm",2/20/2021,February,Saturday,7:00:00 PM,7:00 PM,pm,"02/25/2021, 4:19:17 am",PALO ALTO,CA,94306,600 Block MAYBELL AV,RMS: CREDIT CARDS/FRAUDULENT USE,Property Crime,CREDIT CARDS/FRAUDULENT USE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-23 11:17:00,650 MAYBELL AV,37.406048,-122.12886
218000063,"01/21/2021, 4:00:00 am",1/21/2021,January,Thursday,4:00:00 AM,4:00 AM,am,"01/29/2021, 3:04:10 am",PALO ALTO,CA,94306,400 Block MONROE DR,RMS: THEFT GRAND/FROM AUTO,Theft from Vehicle,THEFT GRAND/FROM AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-21 09:31:00,450 MONROE DR,37.406902,-122.11834
210000112,"01/11/2021, 3:30:00 am",1/11/2021,January,Monday,3:30:00 AM,3:00 AM,am,"01/13/2021, 5:15:04 am",PALO ALTO,CA,94306,4000 Block MANZANA LN,RMS: ELDER ABUSE/PHYSICAL,Other,ELDER ABUSE/PHYSICAL</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-10 20:46:00,4050 MANZANA LN,37.4071,-122.13314
218000099,"02/07/2021, 6:50:00 pm",2/7/2021,February,Sunday,6:50:00 PM,6:00 PM,pm,"02/12/2021, 3:17:38 am",PALO ALTO,CA,94306,CLEMO AV & ARASTRADERO RD,RMS: LOST PROPERTY/MISC,Property Crime,LOST PROPERTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-08 21:16:00,CLEMO AV & ARASTRADERO RD,37.407322,-122.125465
210000728,"03/14/2021, 6:10:00 am",3/14/2021,March,Sunday,6:10:00 AM,6:00 AM,am,"03/19/2021, 1:47:39 am",PALO ALTO,CA,94306,4200 Block MCKELLAR LN,RMS: VANDALISM/FELONY,Property Crime,VANDALISM/FELONY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-13 23:19:00,4250 MCKELLAR LN,37.407604,-122.122635
210000709,"03/12/2021, 2:00:00 am",3/12/2021,March,Friday,2:00:00 AM,2:00 AM,am,"03/16/2021, 1:17:23 am",PALO ALTO,CA,94306,4200 Block MCKELLAR LN,RMS: VANDALISM/FELONY,Property Crime,VANDALISM/FELONY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-12 15:57:00,4250 MCKELLAR LN,37.407604,-122.122635
218000200,"03/20/2021, 12:10:00 pm",3/20/2021,March,Saturday,12:10:00 PM,1:00 PM,pm,"03/25/2021, 8:36:06 am",PALO ALTO,CA,94306,SUZANNE DR & ARASTRADERO RD,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-20 11:30:00,SUZANNE DR & ARASTRADERO RD,37.40765,-122.12525
210000682,"03/09/2021, 6:51:00 pm",3/9/2021,March,Tuesday,6:51:00 PM,6:00 PM,pm,"03/12/2021, 1:24:28 am",PALO ALTO,CA,94306,4200 Block BLOCK EL CAMINO REAL,RMS: N&D/PARAPHERNALIA,Quality of Life,N&D/PARAPHERNALIA</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-09 11:51:00,4250 BLOCK EL CAMINO REAL,37.407997,-122.12148
210000877,"03/28/2021, 12:30:00 am",3/28/2021,March,Sunday,12:30:00 AM,1:00 AM,am,"03/31/2021, 12:57:19 am",PALO ALTO,CA,94306,4200 Block EL CAMINO REAL,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-27 17:30:00,4250 EL CAMINO REAL,37.407997,-122.12148
210000675,"03/08/2021, 8:37:00 pm",3/8/2021,March,Monday,8:37:00 PM,8:00 PM,pm,"03/11/2021, 1:42:10 am",PALO ALTO,CA,94306,4200 Block EL CAMINO REAL,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-08 13:37:00,4250 EL CAMINO REAL,37.407997,-122.12148
210000667,"03/06/2021, 8:05:00 am",3/6/2021,March,Saturday,8:05:00 AM,8:00 AM,am,"03/10/2021, 1:20:19 am",PALO ALTO,CA,94306,4200 Block EL CAMINO REAL,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-07 13:14:00,4250 EL CAMINO REAL,37.407997,-122.12148
210000643,"03/05/2021, 1:57:00 am",3/5/2021,March,Friday,1:57:00 AM,1:00 AM,am,"03/06/2021, 12:35:07 am",PALO ALTO,CA,94306,4200 Block EL CAMINO REAL,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-04 18:57:00,4250 EL CAMINO REAL,37.407997,-122.12148
210000546,"02/23/2021, 7:49:00 pm",2/23/2021,February,Tuesday,7:49:00 PM,7:00 PM,pm,"02/25/2021, 4:19:18 am",PALO ALTO,CA,94306,4200 Block EL CAMINO REAL,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-02-23 12:49:00,4250 EL CAMINO REAL,37.407997,-122.12148
218000082,"01/28/2021, 4:20:00 pm",1/28/2021,January,Thursday,4:20:00 PM,4:00 PM,pm,"02/05/2021, 3:07:42 am",PALO ALTO,CA,94306,4200 Block EL CAMINO REAL,RMS: VANDALISM/MISDEMEANOR,Property Crime,VANDALISM/MISDEMEANOR</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-30 13:32:00,4250 EL CAMINO REAL,37.407997,-122.12148
218000009,"01/04/2021, 7:25:00 pm",1/4/2021,January,Monday,7:25:00 PM,7:00 PM,pm,"01/22/2021, 5:04:17 am",PALO ALTO,CA,94306,4200 Block EL CAMINO REAL,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-04 13:53:00,4250 EL CAMINO REAL,37.407997,-122.12148
218000121,"02/17/2021, 7:30:00 pm",2/17/2021,February,Wednesday,7:30:00 PM,7:00 PM,pm,"03/02/2021, 12:43:31 pm",PALO ALTO,CA,94306,CLEMO AV & MAYBELL AV,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>INACTIVEReport Date: 2021-02-17 14:11:00,CLEMO AV & MAYBELL AV,37.408142,-122.12736
218000035,"01/12/2021, 7:01:00 am",1/12/2021,January,Tuesday,7:01:00 AM,7:00 AM,am,"01/15/2021, 5:50:48 am",PALO ALTO,CA,94306,900 Block SHAUNA LN,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>INACTIVE<br /><b>Report Date: </b>2021-01-12 11:19:00,950 SHAUNA LN,37.408512,-122.13499
210000010,"01/01/2021, 9:00:00 pm",1/1/2021,January,Friday,9:00:00 PM,9:00 PM,pm,"01/06/2021, 5:46:57 am",PALO ALTO,CA,94306,500 Block MAYBELL AV,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-01 20:56:00,550 MAYBELL AV,37.409035,-122.12675
218000146,"02/28/2021, 1:00:00 am",2/28/2021,February,Sunday,1:00:00 AM,1:00 AM,am,"03/03/2021, 12:31:47 pm",PALO ALTO,CA,94306,500 Block ARASTRADERO RD,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-28 18:35:00,550 ARASTRADERO RD,37.409046,-122.124275
218000141,"02/25/2021, 1:30:00 am",2/25/2021,February,Thursday,1:30:00 AM,1:00 AM,am,"03/03/2021, 12:31:46 pm",PALO ALTO,CA,94306,500 Block ARASTRADERO RD,RMS: THEFT GRAND/FROM AUTO,Theft from Vehicle,THEFT GRAND/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-25 21:02:00,550 ARASTRADERO RD,37.409046,-122.124275
210000484,"02/17/2021, 8:27:00 pm",2/17/2021,February,Wednesday,8:27:00 PM,8:00 PM,pm,"02/20/2021, 4:08:54 am",PALO ALTO,CA,94306,500 Block ARASTRADERO RD,RMS: TRAFFIC/EVADE,Traffic,TRAFFIC/EVADE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-17 13:27:00,550 ARASTRADERO RD,37.409046,-122.124275
210000236,"01/03/2021, 7:00:00 pm",1/3/2021,January,Sunday,7:00:00 PM,7:00 PM,pm,"01/26/2021, 5:24:32 am",PALO ALTO,CA,94306,500 Block ARASTRADERO RD,RMS: SUSPICIOUS CIRCUMSTANCE/MISC,Proactive Policing,SUSPICIOUS CIRCUMSTANCE/MISC</br><b>Disposition: </b>INACTIVE<br /><b>Report Date: </b>2021-01-24 16:25:00,550 ARASTRADERO RD,37.409046,-122.124275
210000819,"03/22/2021, 4:41:00 am",3/22/2021,March,Monday,4:41:00 AM,4:00 AM,am,"03/24/2021, 1:36:33 am",PALO ALTO,CA,94306,4200 Block RICKEYS WAY,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-21 21:41:00,4250 RICKEYS WAY,37.409664,-122.121765
210000817,"03/21/2021, 11:52:00 pm",3/21/2021,March,Sunday,11:52:00 PM,1:00 PM,pm,"03/23/2021, 9:46:54 am",PALO ALTO,CA,94306,4200 Block RICKEYS WAY,RMS: FAMILY VIOLENCE/MISC,Other,FAMILY VIOLENCE/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-21 17:45:00,4250 RICKEYS WAY,37.409664,-122.121765
210000400,"02/09/2021, 1:00:00 am",2/9/2021,February,Tuesday,1:00:00 AM,1:00 AM,am,"02/10/2021, 4:12:12 am",PALO ALTO,CA,94306,4200 Block RICKEYS WAY,RMS: VANDALISM/FELONY,Property Crime,VANDALISM/FELONY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-08 18:39:00,4250 RICKEYS WAY,37.409664,-122.121765
210000699,"03/11/2021, 8:08:00 pm",3/11/2021,March,Thursday,8:08:00 PM,8:00 PM,pm,"03/16/2021, 1:17:22 am",PALO ALTO,CA,94306,400 Block ALDER LN,RMS: IDENTITY THEFT/MISC.,Proactive Policing,IDENTITY THEFT/MISC.</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-11 13:08:00,450 ALDER LN,37.409775,-122.12064
210000402,"02/09/2021, 5:15:00 am",2/9/2021,February,Tuesday,5:15:00 AM,5:00 AM,am,"02/10/2021, 4:12:13 am",PALO ALTO,CA,94306,500 Block GEORGIA AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-02-08 22:15:00,550 GEORGIA AV,37.409805,-122.1282
210000401,"02/09/2021, 4:00:00 am",2/9/2021,February,Tuesday,4:00:00 AM,4:00 AM,am,"02/10/2021, 4:12:12 am",PALO ALTO,CA,94306,500 Block GEORGIA AV,RMS: PENAL CODE/DISOBEY COURT ORDER,Quality of Life,PENAL CODE/DISOBEY COURT ORDER</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-02-08 21:02:00,550 GEORGIA AV,37.409805,-122.1282
210000889,"03/28/2021, 5:45:00 pm",3/28/2021,March,Sunday,5:45:00 PM,5:00 PM,pm,"03/30/2021, 1:06:16 am",PALO ALTO,CA,94306,4200 Block ALMA ST,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-28 10:45:00,4250 ALMA ST,37.41007,-122.111015
210000648,"03/05/2021, 8:40:00 pm",3/5/2021,March,Friday,8:40:00 PM,8:00 PM,pm,"03/11/2021, 1:42:06 am",PALO ALTO,CA,94306,700 Block FLORALES DR,RMS: DUI ADULT/MISC,Traffic,DUI ADULT/MISC</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-05 13:40:00,750 FLORALES DR,37.410404,-122.129
210000138,"01/14/2021, 3:08:00 am",1/14/2021,January,Thursday,3:08:00 AM,3:00 AM,am,"01/15/2021, 5:52:49 am",PALO ALTO,CA,94306,100 Block FERNE AV,RMS: SUSPICIOUS CIRCUMSTANCE/MISC,Proactive Policing,SUSPICIOUS CIRCUMSTANCE/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-13 20:08:00,150 FERNE AV,37.410713,-122.11052
210000339,"02/02/2021, 2:23:00 am",2/2/2021,February,Tuesday,2:23:00 AM,2:00 AM,am,"02/03/2021, 3:27:35 am",PALO ALTO,CA,94306,4200 Block WILKIE WAY,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-01 22:58:00,4250 WILKIE WAY,37.41096,-122.11967
218000052,"01/18/2021, 7:01:00 am",1/18/2021,January,Monday,7:01:00 AM,7:00 AM,am,"01/22/2021, 5:03:08 am",PALO ALTO,CA,94306,4200 Block WILKIE WAY,RMS: THEFT GRAND/FROM AUTO,Theft from Vehicle,THEFT GRAND/FROM AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-18 15:28:00,4250 WILKIE WAY,37.41096,-122.11967
210000285,"01/29/2021, 1:00:00 am",1/29/2021,January,Friday,1:00:00 AM,1:00 AM,am,"02/02/2021, 3:40:43 am",PALO ALTO,CA,94306,300 Block EDLEE AV,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-28 21:33:00,350 EDLEE AV,37.411366,-122.11892
210000548,"01/22/2021, 7:00:00 pm",1/22/2021,January,Friday,7:00:00 PM,7:00 PM,pm,"02/26/2021, 3:34:52 am",PALO ALTO,CA,94306,800 Block BARRON AV,RMS: PENAL CODE/DISOBEY COURT ORDER,Quality of Life,PENAL CODE/DISOBEY COURT ORDER</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-23 15:32:00,850 BARRON AV,37.411774,-122.13703
210000299,"01/30/2021, 2:30:00 am",1/30/2021,January,Saturday,2:30:00 AM,2:00 AM,am,"02/02/2021, 3:40:44 am",PALO ALTO,CA,94306,200 Block WHITCLEM DR,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-29 20:00:00,250 WHITCLEM DR,37.41196,-122.11691
210000362,"01/23/2021, 8:00:00 pm",1/23/2021,January,Saturday,8:00:00 PM,8:00 PM,pm,"02/06/2021, 4:00:55 am",PALO ALTO,CA,94306,500 Block THAIN WAY,RMS: IDENTITY THEFT/FRAUD,Proactive Policing,IDENTITY THEFT/FRAUD</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-04 16:00:00,550 THAIN WAY,37.412106,-122.12624
218000087,"02/01/2021, 2:15:00 am",2/1/2021,February,Monday,2:15:00 AM,2:00 AM,am,"02/05/2021, 3:07:43 am",PALO ALTO,CA,94306,500 Block THAIN WAY,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-01 09:27:00,550 THAIN WAY,37.412106,-122.12624
210000671,"03/08/2021, 11:17:00 am",3/8/2021,March,Monday,11:17:00 AM,1:00 AM,am,"03/10/2021, 1:20:08 am",PALO ALTO,CA,94306,200 Block EDLEE AV,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-08 06:15:00,250 EDLEE AV,37.41241,-122.1176
210000481,"02/15/2021, 4:30:00 am",2/15/2021,February,Monday,4:30:00 AM,4:00 AM,am,"02/19/2021, 4:26:08 am",PALO ALTO,CA,94306,4100 Block BLOCK EL CAMINO REAL,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-17 09:40:00,4150 BLOCK EL CAMINO REAL,37.41252,-122.12513
210000158,"01/16/2021, 3:50:00 pm",1/16/2021,January,Saturday,3:50:00 PM,3:00 PM,pm,"01/20/2021, 5:57:38 am",PALO ALTO,CA,94306,4100 Block EL CAMINO REAL,RMS: BURGLARY/COMMERCIAL,Breaking & Entering,BURGLARY/COMMERCIAL</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-16 12:18:00,4150 EL CAMINO REAL,37.41252,-122.12513
210000468,"02/16/2021, 1:00:00 am",2/16/2021,February,Tuesday,1:00:00 AM,1:00 AM,am,"02/23/2021, 4:30:01 am",PALO ALTO,CA,94306,100 Block GREENMEADOW WAY,RMS: SUSPICIOUS CIRCUMSTANCE/MISC,Proactive Policing,SUSPICIOUS CIRCUMSTANCE/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-16 11:34:00,150 GREENMEADOW WAY,37.413063,-122.1145
210000251,"01/23/2021, 4:48:00 am",1/23/2021,January,Saturday,4:48:00 AM,4:00 AM,am,"01/27/2021, 4:11:33 am",PALO ALTO,CA,94306,100 Block GREENMEADOW WAY,RMS: FAMILY VIOLENCE/MISC,Other,FAMILY VIOLENCE/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-25 16:13:00,150 GREENMEADOW WAY,37.413063,-122.1145
210000865,"03/26/2021, 5:24:00 pm",3/26/2021,March,Friday,5:24:00 PM,5:00 PM,pm,"03/30/2021, 1:06:06 am",PALO ALTO,CA,94306,700 Block PAUL AV,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-26 10:24:00,750 PAUL AV,37.413197,-122.13355
210000041,"01/04/2021, 11:53:00 pm",1/4/2021,January,Monday,11:53:00 PM,1:00 PM,pm,"01/06/2021, 5:47:04 am",PALO ALTO,CA,94306,4100 Block WISTERIA LN,RMS: PENAL CODE/DISOBEY COURT ORDER,Quality of Life,PENAL CODE/DISOBEY COURT ORDER</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-04 16:53:00,4150 WISTERIA LN,37.41327,-122.12719
218000018,"01/07/2021, 7:45:00 pm",1/7/2021,January,Thursday,7:45:00 PM,7:00 PM,pm,"01/16/2021, 5:45:04 am",PALO ALTO,CA,94306,RUTHELMA AV & W CHARLESTON RD,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-07 12:53:00,RUTHELMA AV & W CHARLESTON RD,37.41332,-122.120026
210000088,"01/08/2021, 8:57:00 pm",1/8/2021,January,Friday,8:57:00 PM,8:00 PM,pm,"01/12/2021, 5:20:01 am",PALO ALTO,CA,94306,4100 Block WILKIE WAY,RMS: VEHICLE/ABANDONED,Traffic,VEHICLE/ABANDONED</br><b>Disposition: </b>INACTIVE<br /><b>Report Date: </b>2021-01-08 13:57:00,4150 WILKIE WAY,37.413532,-122.12228
210000302,"01/30/2021, 8:52:00 am",1/30/2021,January,Saturday,8:52:00 AM,8:00 AM,am,"02/09/2021, 4:07:32 am",PALO ALTO,CA,94306,500 Block VISTA AV,RMS: F&W/CONCEALED WEAPON,Other,F&W/CONCEALED WEAPON</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-30 03:33:00,550 VISTA AV,37.413754,-122.12732
218000033,"01/10/2021, 11:10:00 pm",1/10/2021,January,Sunday,11:10:00 PM,1:00 PM,pm,"01/15/2021, 5:50:47 am",PALO ALTO,CA,94306,500 Block VISTA AV,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-10 16:21:00,550 VISTA AV,37.413754,-122.12732
210000129,"01/12/2021, 11:30:00 pm",1/12/2021,January,Tuesday,11:30:00 PM,1:00 PM,pm,"01/16/2021, 5:46:23 am",PALO ALTO,CA,94306,700 Block BARRON AV,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-13 09:00:00,750 BARRON AV,37.414276,-122.13499
